"","Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","UR_Media","Vel_Vent_Media"
"5217",83309,"02/10/1970",0,NA,35.4,NA,7.5,66.5,2.333333
"5218",83309,"02/10/1970",1200,0,NA,22.8,NA,NA,NA
"5219",83309,"03/10/1970",0,NA,35.5,NA,5.3,79.5,3
"5220",83309,"03/10/1970",1200,0,NA,23.7,NA,NA,NA
"5221",83309,"04/10/1970",0,NA,26.3,NA,0.7,83.25,3
"5222",83309,"04/10/1970",1200,15.4,NA,19.8,NA,NA,NA
"5223",83309,"05/10/1970",0,NA,34,NA,10.1,65,1.666667
"5224",83309,"05/10/1970",1200,0,NA,18.8,NA,NA,NA
"5225",83309,"06/10/1970",0,NA,36.3,NA,10.3,58.25,1.666667
"5226",83309,"06/10/1970",1200,0,NA,17.8,NA,NA,NA
"5227",83309,"07/10/1970",0,NA,34,NA,3.3,85.25,1
"5228",83309,"07/10/1970",1200,0,NA,22,NA,NA,NA
"5229",83309,"08/10/1970",0,NA,37,NA,10,62,2.333333
"5230",83309,"08/10/1970",1200,11.4,NA,21.9,NA,NA,NA
"5231",83309,"09/10/1970",0,NA,32,NA,2.3,80.75,4.333333
"5232",83309,"09/10/1970",1200,0,NA,23.8,NA,NA,NA
"5233",83309,"10/10/1970",0,NA,34,NA,6.2,62,2.333333
"5234",83309,"10/10/1970",1200,0,NA,22,NA,NA,NA
"5235",83309,"11/10/1970",0,NA,35.8,NA,6.4,74.25,3
"5236",83309,"11/10/1970",1200,0,NA,23.3,NA,NA,NA
"5237",83309,"12/10/1970",0,NA,37.5,NA,9.1,63.5,2.333333
"5238",83309,"12/10/1970",1200,0,NA,22.7,NA,NA,NA
"5239",83309,"13/10/1970",0,NA,32.7,NA,3.1,88.25,1.666667
"5240",83309,"13/10/1970",1200,15.1,NA,22,NA,NA,NA
"5241",83309,"14/10/1970",0,NA,33.3,NA,3.9,84.5,2.333333
"5242",83309,"14/10/1970",1200,3.4,NA,23,NA,NA,NA
"5243",83309,"15/10/1970",0,NA,35.5,NA,10.1,69.25,1.666667
"5244",83309,"15/10/1970",1200,17.6,NA,22.2,NA,NA,NA
"5245",83309,"16/10/1970",0,NA,36.5,NA,10.2,65,2.333333
"5246",83309,"16/10/1970",1200,0,NA,21.7,NA,NA,NA
"5247",83309,"17/10/1970",0,NA,37,NA,8.9,61,2.666667
"5248",83309,"17/10/1970",1200,0,NA,23,NA,NA,NA
"5249",83309,"18/10/1970",0,NA,36,NA,6.3,74.25,5
"5250",83309,"18/10/1970",1200,0,NA,22.9,NA,NA,NA
"5251",83309,"19/10/1970",0,NA,37.5,NA,10,66.25,1
"5252",83309,"19/10/1970",1200,13.9,NA,21.6,NA,NA,NA
"5253",83309,"20/10/1970",0,NA,33.7,NA,5.7,78.25,5.666667
"5254",83309,"20/10/1970",1200,0,NA,22,NA,NA,NA
"5255",83309,"21/10/1970",0,NA,31.5,NA,7.2,78.75,1.666667
"5256",83309,"21/10/1970",1200,10.8,NA,21.6,NA,NA,NA
"5257",83309,"22/10/1970",0,NA,34,NA,4,75.75,1.333333
"5258",83309,"22/10/1970",1200,0,NA,21.8,NA,NA,NA
"5259",83309,"23/10/1970",0,NA,33,NA,5.5,78.75,1
"5260",83309,"23/10/1970",1200,35.2,NA,21.2,NA,NA,NA
"5261",83309,"24/10/1970",0,NA,31.3,NA,4,85.25,1.666667
"5262",83309,"24/10/1970",1200,0,NA,21.2,NA,NA,NA
"5263",83309,"25/10/1970",0,NA,30.7,NA,2.5,79.25,1.666667
"5264",83309,"25/10/1970",1200,8.3,NA,20,NA,NA,NA
"5265",83309,"26/10/1970",0,NA,33.2,NA,7.2,78.25,2.333333
"5266",83309,"26/10/1970",1200,0,NA,21.8,NA,NA,NA
"5267",83309,"27/10/1970",0,NA,31.5,NA,1.9,84.75,1.666667
"5268",83309,"27/10/1970",1200,0,NA,21.3,NA,NA,NA
"5269",83309,"28/10/1970",0,NA,33.1,NA,0.6,79.5,1.666667
"5270",83309,"28/10/1970",1200,0,NA,22.6,NA,NA,NA
"5271",83309,"29/10/1970",0,NA,28.5,NA,1.9,86.25,1.666667
"5272",83309,"29/10/1970",1200,58,NA,20,NA,NA,NA
"5273",83309,"30/10/1970",0,NA,34,NA,8.2,79,1
"5274",83309,"30/10/1970",1200,2.2,NA,20,NA,NA,NA
"5275",83309,"31/10/1970",0,NA,35.4,NA,11.9,66.75,1
"5276",83309,"31/10/1970",1200,0,NA,19.8,NA,NA,NA
"5277",83309,"01/11/1970",0,NA,32.5,NA,3,80.5,1.666667
"5278",83309,"01/11/1970",1200,0,NA,23,NA,NA,NA
"5279",83309,"02/11/1970",0,NA,25.4,NA,0,89.75,3
"5280",83309,"02/11/1970",1200,26.8,NA,20.6,NA,NA,NA
"5281",83309,"03/11/1970",0,NA,32,NA,10.7,81,1
"5282",83309,"03/11/1970",1200,4,NA,18.7,NA,NA,NA
"5283",83309,"04/11/1970",0,NA,32.8,NA,10.5,74.5,1.666667
"5284",83309,"04/11/1970",1200,0,NA,20.2,NA,NA,NA
"5285",83309,"05/11/1970",0,NA,32.8,NA,7.6,73.5,3.666667
"5286",83309,"05/11/1970",1200,0,NA,20.8,NA,NA,NA
"5287",83309,"06/11/1970",0,NA,33.5,NA,4.7,76.25,2
"5288",83309,"06/11/1970",1200,0,NA,22.4,NA,NA,NA
"5289",83309,"07/11/1970",0,NA,31.7,NA,3.6,86.25,2
"5290",83309,"07/11/1970",1200,22.1,NA,22,NA,NA,NA
"5291",83309,"08/11/1970",0,NA,32,NA,6.8,80.75,1.666667
"5292",83309,"08/11/1970",1200,2.5,NA,20.3,NA,NA,NA
"5293",83309,"09/11/1970",0,NA,34.7,NA,10.9,71.5,1.333333
"5294",83309,"09/11/1970",1200,0,NA,20.3,NA,NA,NA
"5295",83309,"10/11/1970",0,NA,35.8,NA,11.9,62,2.333333
"5296",83309,"10/11/1970",1200,0,NA,20,NA,NA,NA
"5297",83309,"11/11/1970",0,NA,35.9,NA,12.2,62,1
"5298",83309,"11/11/1970",1200,0,NA,18.4,NA,NA,NA
"5299",83309,"12/11/1970",0,NA,35.7,NA,12.1,68.5,3
"5300",83309,"12/11/1970",1200,0,NA,21.6,NA,NA,NA
"5301",83309,"13/11/1970",0,NA,35,NA,6.3,81.5,2.666667
"5302",83309,"13/11/1970",1200,0,NA,22.5,NA,NA,NA
"5303",83309,"14/11/1970",0,NA,34.7,NA,6.2,77.25,1
"5304",83309,"14/11/1970",1200,1.7,NA,22.2,NA,NA,NA
"5305",83309,"15/11/1970",0,NA,33.8,NA,7.4,78.75,1.666667
"5306",83309,"15/11/1970",1200,3.6,NA,23.2,NA,NA,NA
"5307",83309,"16/11/1970",0,NA,35,NA,8.6,72.75,2.333333
"5308",83309,"16/11/1970",1200,0,NA,23.4,NA,NA,NA
"5309",83309,"17/11/1970",0,NA,34.1,NA,2.1,78.5,2.333333
"5310",83309,"17/11/1970",1200,0,NA,23.7,NA,NA,NA
"5311",83309,"18/11/1970",0,NA,31,NA,2.9,87.5,1
"5312",83309,"18/11/1970",1200,16,NA,21.7,NA,NA,NA
"5313",83309,"19/11/1970",0,NA,32.5,NA,9.6,81.75,1.666667
"5314",83309,"19/11/1970",1200,6.2,NA,20.7,NA,NA,NA
"5315",83309,"20/11/1970",0,NA,35.5,NA,11.5,71,1.666667
"5316",83309,"20/11/1970",1200,0,NA,21.7,NA,NA,NA
"5317",83309,"21/11/1970",0,NA,36,NA,10.2,75.25,2.333333
"5318",83309,"21/11/1970",1200,0,NA,22,NA,NA,NA
"5319",83309,"22/11/1970",0,NA,32,NA,1.7,82.5,1.333333
"5320",83309,"22/11/1970",1200,3.6,NA,21.3,NA,NA,NA
"5321",83309,"23/11/1970",0,NA,28.5,NA,4.2,79.75,2.333333
"5322",83309,"23/11/1970",1200,1.9,NA,22.4,NA,NA,NA
"5323",83309,"24/11/1970",0,NA,34.5,NA,12.1,78,1.666667
"5324",83309,"24/11/1970",1200,7.1,NA,19.2,NA,NA,NA
"5325",83309,"25/11/1970",0,NA,34.6,NA,9.7,73.75,1.333333
"5326",83309,"25/11/1970",1200,0,NA,21.8,NA,NA,NA
"5327",83309,"26/11/1970",0,NA,36.8,NA,12.3,67,1
"5328",83309,"26/11/1970",1200,2.1,NA,22.3,NA,NA,NA
"5329",83309,"27/11/1970",0,NA,34.5,NA,9.3,71.5,5
"5330",83309,"27/11/1970",1200,0,NA,22.9,NA,NA,NA
"5331",83309,"28/11/1970",0,NA,34.5,NA,6.8,77.5,1.666667
"5332",83309,"28/11/1970",1200,0,NA,21.7,NA,NA,NA
"5333",83309,"29/11/1970",0,NA,31.5,NA,4.1,88.5,1.666667
"5334",83309,"29/11/1970",1200,29.1,NA,21.2,NA,NA,NA
"5335",83309,"30/11/1970",0,NA,34.2,NA,7.4,78.5,1.666667
"5336",83309,"30/11/1970",1200,19.1,NA,21,NA,NA,NA
"5337",83309,"01/12/1970",0,NA,30.7,NA,2,92.5,1
"5338",83309,"01/12/1970",1200,0.8,NA,21.9,NA,NA,NA
"5339",83309,"02/12/1970",0,NA,28.5,NA,0.4,88.25,1
"5340",83309,"02/12/1970",1200,19.6,NA,22.5,NA,NA,NA
"5341",83309,"03/12/1970",0,NA,31.4,NA,9.9,77.75,2
"5342",83309,"03/12/1970",1200,12,NA,20.6,NA,NA,NA
"5343",83309,"04/12/1970",0,NA,34.8,NA,12.4,64,1
"5344",83309,"04/12/1970",1200,0,NA,18.2,NA,NA,NA
"5345",83309,"05/12/1970",0,NA,35,NA,8.1,71.75,2.5
"5346",83309,"05/12/1970",1200,0,NA,23.2,NA,NA,NA
"5347",83309,"06/12/1970",0,NA,34.5,NA,5.7,83.5,1
"5348",83309,"06/12/1970",1200,2.2,NA,23.1,NA,NA,NA
"5349",83309,"07/12/1970",0,NA,32.5,NA,5.8,83.25,1
"5350",83309,"07/12/1970",1200,0,NA,22.7,NA,NA,NA
"5351",83309,"08/12/1970",0,NA,34.5,NA,9,72.5,2
"5352",83309,"08/12/1970",1200,0.7,NA,23,NA,NA,NA
"5353",83309,"09/12/1970",0,NA,35.3,NA,9.2,72.5,3
"5354",83309,"09/12/1970",1200,0,NA,22,NA,NA,NA
"5355",83309,"10/12/1970",0,NA,35.2,NA,5.7,77,1
"5356",83309,"10/12/1970",1200,0,NA,24.2,NA,NA,NA
"5357",83309,"11/12/1970",0,NA,34.3,NA,7,76.25,2
"5358",83309,"11/12/1970",1200,1.6,NA,22,NA,NA,NA
"5359",83309,"12/12/1970",0,NA,33.3,NA,6.1,74,3
"5360",83309,"12/12/1970",1200,3.3,NA,22.5,NA,NA,NA
"5361",83309,"13/12/1970",0,NA,33.5,NA,9.7,66,3
"5362",83309,"13/12/1970",1200,0,NA,22.3,NA,NA,NA
"5363",83309,"14/12/1970",0,NA,34.5,NA,5.4,76,1
"5364",83309,"14/12/1970",1200,0,NA,20.7,NA,NA,NA
"5365",83309,"15/12/1970",0,NA,33.7,NA,4.5,83,1
"5366",83309,"15/12/1970",1200,2.5,NA,21.2,NA,NA,NA
"5367",83309,"16/12/1970",0,NA,34.5,NA,11,71,1.5
"5368",83309,"16/12/1970",1200,1.5,NA,21.2,NA,NA,NA
"5369",83309,"17/12/1970",0,NA,34.8,NA,11.1,69.5,3
"5370",83309,"17/12/1970",1200,0,NA,21.2,NA,NA,NA
"5371",83309,"18/12/1970",0,NA,32.5,NA,5.3,85,0.5
"5372",83309,"18/12/1970",1200,1.4,NA,23,NA,NA,NA
"5373",83309,"19/12/1970",0,NA,29.3,NA,0,88,1.5
"5374",83309,"19/12/1970",1200,0,NA,22,NA,NA,NA
"5375",83309,"20/12/1970",0,NA,28,NA,0,91.75,2
"5376",83309,"20/12/1970",1200,0.5,NA,22.3,NA,NA,NA
"5377",83309,"21/12/1970",0,NA,29,NA,0,89,2
"5378",83309,"21/12/1970",1200,16.6,NA,21.8,NA,NA,NA
"5379",83309,"22/12/1970",0,NA,29.8,NA,2.9,90.75,2
"5380",83309,"22/12/1970",1200,7.6,NA,21.6,NA,NA,NA
"5381",83309,"23/12/1970",0,NA,31.7,NA,5.1,87.5,1
"5382",83309,"23/12/1970",1200,4,NA,21.8,NA,NA,NA
"5383",83309,"24/12/1970",0,NA,35.7,NA,11,76,2
"5384",83309,"24/12/1970",1200,0,NA,21.4,NA,NA,NA
"5385",83309,"25/12/1970",0,NA,34.5,NA,4,83.75,1.5
"5386",83309,"25/12/1970",1200,1.5,NA,22.3,NA,NA,NA
"5387",83309,"26/12/1970",0,NA,35,NA,10.4,74.75,1
"5388",83309,"26/12/1970",1200,9.4,NA,19.6,NA,NA,NA
"5389",83309,"27/12/1970",0,NA,31.2,NA,3,80.5,2
"5390",83309,"27/12/1970",1200,0,NA,23.3,NA,NA,NA
"5391",83309,"28/12/1970",0,NA,33,NA,3.8,84.25,3
"5392",83309,"28/12/1970",1200,0,NA,21.2,NA,NA,NA
"5393",83309,"29/12/1970",0,NA,30.9,NA,2.9,85.5,2
"5394",83309,"29/12/1970",1200,12.2,NA,21.6,NA,NA,NA
"5395",83309,"30/12/1970",0,NA,33,NA,3.5,80.75,2
"5396",83309,"30/12/1970",1200,0,NA,21.6,NA,NA,NA
"5397",83309,"31/12/1970",0,NA,35,NA,6.6,76.75,1
"5398",83309,"31/12/1970",1200,0,NA,21.6,NA,NA,NA
"5399",83309,"01/01/1971",0,NA,33.2,NA,4.7,85,1
"5400",83309,"01/01/1971",1200,4.9,NA,22.5,NA,NA,NA
"5401",83309,"02/01/1971",0,NA,33,NA,3.3,82.5,1.333333
"5402",83309,"02/01/1971",1200,16.1,NA,20.8,NA,NA,NA
"5403",83309,"03/01/1971",0,NA,33.3,NA,4.2,90.25,2.333333
"5404",83309,"03/01/1971",1200,0,NA,22,NA,NA,NA
"5405",83309,"04/01/1971",0,NA,30.5,NA,3.4,84.5,2
"5406",83309,"04/01/1971",1200,14.4,NA,22.5,NA,NA,NA
"5407",83309,"05/01/1971",0,NA,28.5,NA,0,92.5,2
"5408",83309,"05/01/1971",1200,0,NA,21.6,NA,NA,NA
"5409",83309,"06/01/1971",0,NA,29.5,NA,0.5,88.5,4.333333
"5410",83309,"06/01/1971",1200,49.2,NA,21,NA,NA,NA
"5411",83309,"07/01/1971",0,NA,29.7,NA,1.6,94.25,2.333333
"5412",83309,"07/01/1971",1200,1.3,NA,21.7,NA,NA,NA
"5413",83309,"08/01/1971",0,NA,30.7,NA,2.8,88,2.333333
"5414",83309,"08/01/1971",1200,32.8,NA,20.9,NA,NA,NA
"5415",83309,"09/01/1971",0,NA,32,NA,5.5,82,2.333333
"5416",83309,"09/01/1971",1200,0,NA,20.8,NA,NA,NA
"5417",83309,"10/01/1971",0,NA,33.5,NA,8.1,77,3.666667
"5418",83309,"10/01/1971",1200,0,NA,20.7,NA,NA,NA
"5419",83309,"11/01/1971",0,NA,33.3,NA,7.8,77,1.666667
"5420",83309,"11/01/1971",1200,0,NA,21.6,NA,NA,NA
"5421",83309,"12/01/1971",0,NA,32.5,NA,5.8,85.25,1
"5422",83309,"12/01/1971",1200,1.6,NA,22,NA,NA,NA
"5423",83309,"13/01/1971",0,NA,32,NA,8.1,85.75,1
"5424",83309,"13/01/1971",1200,29.7,NA,20.5,NA,NA,NA
"5425",83309,"14/01/1971",0,NA,30.9,NA,3.9,84,1
"5426",83309,"14/01/1971",1200,22.5,NA,21.2,NA,NA,NA
"5427",83309,"15/01/1971",0,NA,33,NA,8.3,82,3.666667
"5428",83309,"15/01/1971",1200,18.6,NA,20.7,NA,NA,NA
"5429",83309,"16/01/1971",0,NA,29,NA,0.9,89.5,1.666667
"5430",83309,"16/01/1971",1200,0,NA,22.7,NA,NA,NA
"5431",83309,"17/01/1971",0,NA,32,NA,6,88.25,3
"5432",83309,"17/01/1971",1200,1,NA,21.5,NA,NA,NA
"5433",83309,"18/01/1971",0,NA,30.5,NA,2,86.5,0.666667
"5434",83309,"18/01/1971",1200,4.6,NA,22.8,NA,NA,NA
"5435",83309,"19/01/1971",0,NA,31.5,NA,2.3,85.75,1
"5436",83309,"19/01/1971",1200,0,NA,22.2,NA,NA,NA
"5437",83309,"20/01/1971",0,NA,31.3,NA,2.9,81.75,3
"5438",83309,"20/01/1971",1200,1.6,NA,21.6,NA,NA,NA
"5439",83309,"21/01/1971",0,NA,31.5,NA,7.2,81.5,2.333333
"5440",83309,"21/01/1971",1200,20.6,NA,21.8,NA,NA,NA
"5441",83309,"22/01/1971",0,NA,30.3,NA,2.8,88,1
"5442",83309,"22/01/1971",1200,0,NA,20.2,NA,NA,NA
"5443",83309,"23/01/1971",0,NA,31.5,NA,10.2,80.75,3
"5444",83309,"23/01/1971",1200,26.9,NA,21.5,NA,NA,NA
"5445",83309,"24/01/1971",0,NA,32.8,NA,7.1,80.75,2.333333
"5446",83309,"24/01/1971",1200,0,NA,20,NA,NA,NA
"5447",83309,"25/01/1971",0,NA,29,NA,0.8,89,0.666667
"5448",83309,"25/01/1971",1200,6,NA,20,NA,NA,NA
"5449",83309,"26/01/1971",0,NA,34.5,NA,7.5,85.5,0.666667
"5450",83309,"26/01/1971",1200,3.2,NA,20.6,NA,NA,NA
"5451",83309,"27/01/1971",0,NA,33.3,NA,5.2,84.25,2.333333
"5452",83309,"27/01/1971",1200,0,NA,20.9,NA,NA,NA
"5453",83309,"28/01/1971",0,NA,31.5,NA,7.3,82.5,2.333333
"5454",83309,"28/01/1971",1200,0,NA,19,NA,NA,NA
"5455",83309,"29/01/1971",0,NA,32.7,NA,4.8,82.5,3.666667
"5456",83309,"29/01/1971",1200,0,NA,20.7,NA,NA,NA
"5457",83309,"30/01/1971",0,NA,34.5,NA,9.7,76.5,2.333333
"5458",83309,"30/01/1971",1200,0,NA,21,NA,NA,NA
"5459",83309,"31/01/1971",0,NA,33.5,NA,7.8,84,1
"5460",83309,"31/01/1971",1200,0,NA,20.9,NA,NA,NA
"5461",83309,"01/02/1971",0,NA,31,NA,3.7,89.75,5
"5462",83309,"01/02/1971",1200,17.3,NA,20.7,NA,NA,NA
"5463",83309,"02/02/1971",0,NA,34.5,NA,8.9,85.5,1
"5464",83309,"02/02/1971",1200,30.5,NA,21,NA,NA,NA
"5465",83309,"03/02/1971",0,NA,32.5,NA,5.5,93.5,1.333333
"5466",83309,"03/02/1971",1200,0,NA,21,NA,NA,NA
"5467",83309,"04/02/1971",0,NA,32.5,NA,8.2,86.25,3
"5468",83309,"04/02/1971",1200,0,NA,20.7,NA,NA,NA
"5469",83309,"05/02/1971",0,NA,34.2,NA,11.1,86.25,2.333333
"5470",83309,"05/02/1971",1200,0,NA,19.8,NA,NA,NA
"5471",83309,"06/02/1971",0,NA,32.8,NA,6.2,87.75,1
"5472",83309,"06/02/1971",1200,2.4,NA,20.4,NA,NA,NA
"5473",83309,"07/02/1971",0,NA,32.5,NA,8.6,79.25,2
"5474",83309,"07/02/1971",1200,42.5,NA,19.4,NA,NA,NA
"5475",83309,"08/02/1971",0,NA,30.5,NA,3.2,92.75,5
"5476",83309,"08/02/1971",1200,0,NA,21.5,NA,NA,NA
"5477",83309,"09/02/1971",0,NA,29.7,NA,2.3,90,1
"5478",83309,"09/02/1971",1200,31.3,NA,20.9,NA,NA,NA
"5479",83309,"10/02/1971",0,NA,27.5,NA,0.2,91.75,3
"5480",83309,"10/02/1971",1200,10.3,NA,20.5,NA,NA,NA
"5481",83309,"11/02/1971",0,NA,29.3,NA,5.2,81.25,3.666667
"5482",83309,"11/02/1971",1200,16.4,NA,21.2,NA,NA,NA
"5483",83309,"12/02/1971",0,NA,31,NA,1.9,94,2.333333
"5484",83309,"12/02/1971",1200,0,NA,21.5,NA,NA,NA
"5485",83309,"13/02/1971",0,NA,31.7,NA,3.4,84.5,1
"5486",83309,"13/02/1971",1200,13.2,NA,21.4,NA,NA,NA
"5487",83309,"14/02/1971",0,NA,30.5,NA,4.6,89.25,2
"5488",83309,"14/02/1971",1200,26.1,NA,20.8,NA,NA,NA
"5489",83309,"15/02/1971",0,NA,32.3,NA,3.5,86,1
"5490",83309,"15/02/1971",1200,0,NA,20.8,NA,NA,NA
"5491",83309,"16/02/1971",0,NA,32.5,NA,9.2,85,1
"5492",83309,"16/02/1971",1200,0,NA,19.8,NA,NA,NA
"5493",83309,"17/02/1971",0,NA,32,NA,4.3,91.5,2.333333
"5494",83309,"17/02/1971",1200,6.8,NA,19.9,NA,NA,NA
"5495",83309,"18/02/1971",0,NA,33.4,NA,7.8,79.5,1
"5496",83309,"18/02/1971",1200,0,NA,21.6,NA,NA,NA
"5497",83309,"19/02/1971",0,NA,33,NA,7,86.5,5
"5498",83309,"19/02/1971",1200,2.1,NA,21.6,NA,NA,NA
"5499",83309,"20/02/1971",0,NA,31.8,NA,2.9,87,2.333333
"5500",83309,"20/02/1971",1200,0.9,NA,21.2,NA,NA,NA
"5501",83309,"21/02/1971",0,NA,30.7,NA,3,88.25,2.333333
"5502",83309,"21/02/1971",1200,8.5,NA,20.4,NA,NA,NA
"5503",83309,"22/02/1971",0,NA,31.8,NA,6.7,83.75,1
"5504",83309,"22/02/1971",1200,32.1,NA,20.7,NA,NA,NA
"5505",83309,"23/02/1971",0,NA,34.5,NA,9,83.25,2.333333
"5506",83309,"23/02/1971",1200,3.2,NA,21.3,NA,NA,NA
"5507",83309,"24/02/1971",0,NA,31.4,NA,5.7,92.5,2.333333
"5508",83309,"24/02/1971",1200,16.7,NA,20,NA,NA,NA
"5509",83309,"25/02/1971",0,NA,29.4,NA,6.7,83.5,1.666667
"5510",83309,"25/02/1971",1200,12.4,NA,19.7,NA,NA,NA
"5511",83309,"26/02/1971",0,NA,29,NA,4.4,82.25,3
"5512",83309,"26/02/1971",1200,0,NA,21.4,NA,NA,NA
"5513",83309,"27/02/1971",0,NA,31.5,NA,7.9,81.75,3
"5514",83309,"27/02/1971",1200,0,NA,21,NA,NA,NA
"5515",83309,"28/02/1971",0,NA,31.5,NA,6.1,NA,2.666667
"5516",83309,"28/02/1971",1200,0,NA,20.8,NA,NA,NA
"5517",83309,"01/03/1971",0,NA,29.7,NA,2.7,87.5,1
"5518",83309,"01/03/1971",1200,NA,NA,21.2,NA,NA,NA
"5519",83309,"02/03/1971",0,NA,31.5,NA,6.7,82.5,2.333333
"5520",83309,"02/03/1971",1200,4.5,NA,21.4,NA,NA,NA
"5521",83309,"03/03/1971",0,NA,31,NA,2.4,86.75,1.666667
"5522",83309,"03/03/1971",1200,0,NA,21.8,NA,NA,NA
"5523",83309,"04/03/1971",0,NA,30.7,NA,2.7,88.5,0.666667
"5524",83309,"04/03/1971",1200,2.7,NA,21.7,NA,NA,NA
"5525",83309,"05/03/1971",0,NA,31.3,NA,6.3,81.75,3
"5526",83309,"05/03/1971",1200,0.8,NA,22,NA,NA,NA
"5527",83309,"06/03/1971",0,NA,33,NA,6.7,82.5,3
"5528",83309,"06/03/1971",1200,0,NA,22.2,NA,NA,NA
"5529",83309,"07/03/1971",0,NA,28.5,NA,0.1,94.5,0.666667
"5530",83309,"07/03/1971",1200,21,NA,21.9,NA,NA,NA
"5531",83309,"08/03/1971",0,NA,30,NA,2.1,92.75,1
"5532",83309,"08/03/1971",1200,9.9,NA,22,NA,NA,NA
"5533",83309,"09/03/1971",0,NA,31.7,NA,3.6,86.5,0.666667
"5534",83309,"09/03/1971",1200,20.6,NA,22.2,NA,NA,NA
"5535",83309,"10/03/1971",0,NA,30.8,NA,1.2,88,3.666667
"5536",83309,"10/03/1971",1200,13.2,NA,21.8,NA,NA,NA
"5537",83309,"11/03/1971",0,NA,31.3,NA,5.2,86.25,1.333333
"5538",83309,"11/03/1971",1200,16.6,NA,21.4,NA,NA,NA
"5539",83309,"12/03/1971",0,NA,30.2,NA,2.8,89.75,1.666667
"5540",83309,"12/03/1971",1200,3.4,NA,22.4,NA,NA,NA
"5541",83309,"13/03/1971",0,NA,33,NA,4.3,82.25,2.333333
"5542",83309,"13/03/1971",1200,0,NA,22.4,NA,NA,NA
"5543",83309,"14/03/1971",0,NA,34.3,NA,2.9,80.5,1.666667
"5544",83309,"14/03/1971",1200,0,NA,21.6,NA,NA,NA
"5545",83309,"15/03/1971",0,NA,34.5,NA,8.5,80.25,2.333333
"5546",83309,"15/03/1971",1200,0,NA,21.8,NA,NA,NA
"5547",83309,"16/03/1971",0,NA,28.5,NA,2.8,85.25,4.333333
"5548",83309,"16/03/1971",1200,7.2,NA,21.2,NA,NA,NA
"5549",83309,"17/03/1971",0,NA,33.5,NA,7.6,82.25,2.333333
"5550",83309,"17/03/1971",1200,0,NA,21.6,NA,NA,NA
"5551",83309,"18/03/1971",0,NA,32.7,NA,8,81.5,1
"5552",83309,"18/03/1971",1200,0,NA,21.5,NA,NA,NA
"5553",83309,"19/03/1971",0,NA,35.3,NA,9.8,77.75,1.666667
"5554",83309,"19/03/1971",1200,0,NA,21.4,NA,NA,NA
"5555",83309,"20/03/1971",0,NA,33.9,NA,8.2,74.25,3.333333
"5556",83309,"20/03/1971",1200,0,NA,21,NA,NA,NA
"5557",83309,"21/03/1971",0,NA,33.5,NA,7.4,74,2.333333
"5558",83309,"21/03/1971",1200,0,NA,22,NA,NA,NA
"5559",83309,"22/03/1971",0,NA,32,NA,5.2,87,1.666667
"5560",83309,"22/03/1971",1200,0,NA,21.6,NA,NA,NA
"5561",83309,"23/03/1971",0,NA,30.7,NA,1.9,94,1.333333
"5562",83309,"23/03/1971",1200,9.2,NA,21.8,NA,NA,NA
"5563",83309,"24/03/1971",0,NA,32.2,NA,4.3,83,1
"5564",83309,"24/03/1971",1200,4.8,NA,22,NA,NA,NA
"5565",83309,"25/03/1971",0,NA,31.6,NA,5.8,80.75,2.333333
"5566",83309,"25/03/1971",1200,0,NA,22.4,NA,NA,NA
"5567",83309,"26/03/1971",0,NA,33.3,NA,7.2,80.75,1.666667
"5568",83309,"26/03/1971",1200,0,NA,22.2,NA,NA,NA
"5569",83309,"27/03/1971",0,NA,33,NA,7.2,82.25,2.333333
"5570",83309,"27/03/1971",1200,2.4,NA,22.2,NA,NA,NA
"5571",83309,"28/03/1971",0,NA,33.2,NA,7.9,82,1.666667
"5572",83309,"28/03/1971",1200,0,NA,20.9,NA,NA,NA
"5573",83309,"29/03/1971",0,NA,34,NA,9.1,79,1
"5574",83309,"29/03/1971",1200,0,NA,21.3,NA,NA,NA
"5575",83309,"30/03/1971",0,NA,31.7,NA,6.9,81.25,1.666667
"5576",83309,"30/03/1971",1200,5.3,NA,20.6,NA,NA,NA
"5577",83309,"31/03/1971",0,NA,32.5,NA,7.1,82.75,2
"5578",83309,"31/03/1971",1200,0,NA,20.9,NA,NA,NA
"5579",83309,"01/04/1971",0,NA,32.3,NA,3.6,84,1
"5580",83309,"01/04/1971",1200,2.3,NA,21.8,NA,NA,NA
"5581",83309,"02/04/1971",0,NA,35.4,NA,9.7,78.5,1.666667
"5582",83309,"02/04/1971",1200,0,NA,20,NA,NA,NA
"5583",83309,"03/04/1971",0,NA,34.9,NA,6.3,80,2
"5584",83309,"03/04/1971",1200,0,NA,21.8,NA,NA,NA
"5585",83309,"04/04/1971",0,NA,33.7,NA,9.2,81.25,1.666667
"5586",83309,"04/04/1971",1200,9.2,NA,21.2,NA,NA,NA
"5587",83309,"05/04/1971",0,NA,33.7,NA,6.3,87.75,1.333333
"5588",83309,"05/04/1971",1200,0,NA,20.8,NA,NA,NA
"5589",83309,"06/04/1971",0,NA,34.5,NA,6.8,77.5,2.333333
"5590",83309,"06/04/1971",1200,2,NA,21.7,NA,NA,NA
"5591",83309,"07/04/1971",0,NA,33.5,NA,8.8,82.75,0.666667
"5592",83309,"07/04/1971",1200,6.6,NA,21,NA,NA,NA
"5593",83309,"08/04/1971",0,NA,32,NA,3.9,80.25,2.333333
