"","Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","UR_Media","Vel_Vent_Media"
"34586",83309,"23/01/2014",0,NA,30.7,NA,NA,92,0
"34587",83309,"23/01/2014",1200,15,NA,20.5,NA,NA,NA
"34588",83309,"24/01/2014",0,NA,28.6,NA,NA,93,0
"34589",83309,"24/01/2014",1200,14.8,NA,21,NA,NA,NA
"34590",83309,"25/01/2014",0,NA,31.8,NA,NA,85.25,0
"34591",83309,"25/01/2014",1200,24.2,NA,20,NA,NA,NA
"34592",83309,"26/01/2014",0,NA,29.5,NA,NA,88,0
"34593",83309,"26/01/2014",1200,26,NA,20.5,NA,NA,NA
"34594",83309,"27/01/2014",0,NA,30.8,NA,NA,83.5,0
"34595",83309,"27/01/2014",1200,6.9,NA,19.4,NA,NA,NA
"34596",83309,"28/01/2014",0,NA,33,NA,NA,84.75,0
"34597",83309,"28/01/2014",1200,0,NA,18.7,NA,NA,NA
"34598",83309,"29/01/2014",0,NA,32.6,NA,NA,87.75,0
"34599",83309,"29/01/2014",1200,0,NA,20.1,NA,NA,NA
"34600",83309,"30/01/2014",0,NA,34,NA,NA,82,0
"34601",83309,"30/01/2014",1200,0,NA,19.7,NA,NA,NA
"34602",83309,"31/01/2014",0,NA,31.7,NA,NA,84.75,0
"34603",83309,"31/01/2014",1200,1.4,NA,20.2,NA,NA,NA
"34604",83309,"01/02/2014",0,NA,33.8,NA,NA,84,0
"34605",83309,"01/02/2014",1200,0.8,NA,22.3,NA,NA,NA
"34606",83309,"02/02/2014",0,NA,31.8,NA,NA,89,0
"34607",83309,"03/02/2014",0,NA,31.3,NA,NA,94.75,0
"34608",83309,"03/02/2014",1200,0,NA,20.3,NA,NA,NA
"34609",83309,"04/02/2014",0,NA,29,NA,NA,87.25,0
"34610",83309,"04/02/2014",1200,7.8,NA,19.4,NA,NA,NA
"34611",83309,"05/02/2014",0,NA,34.4,NA,NA,83.25,0
"34612",83309,"05/02/2014",1200,0,NA,20.3,NA,NA,NA
"34613",83309,"06/02/2014",0,NA,35.8,NA,NA,80.25,0
"34614",83309,"06/02/2014",1200,10.8,NA,20.3,NA,NA,NA
"34615",83309,"07/02/2014",0,NA,34,NA,NA,81.75,0
"34616",83309,"07/02/2014",1200,1.4,NA,19.9,NA,NA,NA
"34617",83309,"08/02/2014",0,NA,31,NA,NA,85.5,0
"34618",83309,"08/02/2014",1200,5.4,NA,21,NA,NA,NA
"34619",83309,"09/02/2014",0,NA,34,NA,NA,83.5,0
"34620",83309,"09/02/2014",1200,0,NA,21,NA,NA,NA
"34621",83309,"10/02/2014",0,NA,27.8,NA,NA,93,0
"34622",83309,"10/02/2014",1200,18.8,NA,21.3,NA,NA,NA
"34623",83309,"11/02/2014",0,NA,33.2,NA,NA,89,0
"34624",83309,"11/02/2014",1200,4,NA,20.9,NA,NA,NA
"34625",83309,"12/02/2014",0,NA,32.2,NA,NA,88.75,0
"34626",83309,"12/02/2014",1200,60,NA,20.2,NA,NA,NA
"34627",83309,"13/02/2014",0,NA,27,NA,NA,95.25,0
"34628",83309,"13/02/2014",1200,15.7,NA,20.7,NA,NA,NA
"34629",83309,"14/02/2014",0,NA,30.8,NA,NA,92,0
"34630",83309,"14/02/2014",1200,18,NA,21,NA,NA,NA
"34631",83309,"15/02/2014",0,NA,32.2,NA,NA,89.5,0
"34632",83309,"15/02/2014",1200,0,NA,21.6,NA,NA,NA
"34633",83309,"16/02/2014",0,NA,30.8,NA,NA,89,0
"34634",83309,"16/02/2014",1200,0,NA,20.5,NA,NA,NA
"34635",83309,"17/02/2014",0,NA,28.6,NA,NA,96.5,0
"34636",83309,"17/02/2014",1200,72.4,NA,22.1,NA,NA,NA
"34637",83309,"18/02/2014",0,NA,29.8,NA,NA,91.25,0
"34638",83309,"18/02/2014",1200,30.3,NA,21.5,NA,NA,NA
"34639",83309,"19/02/2014",0,NA,29,NA,NA,91.75,0
"34640",83309,"19/02/2014",1200,1.1,NA,22.2,NA,NA,NA
"34641",83309,"20/02/2014",0,NA,30.8,NA,NA,86,0
"34642",83309,"20/02/2014",1200,25.3,NA,21.5,NA,NA,NA
"34643",83309,"21/02/2014",0,NA,30.5,NA,NA,89.25,0
"34644",83309,"21/02/2014",1200,13.8,NA,21.5,NA,NA,NA
"34645",83309,"22/02/2014",0,NA,31.4,NA,NA,90.5,0
"34646",83309,"22/02/2014",1200,0.5,NA,21.6,NA,NA,NA
"34647",83309,"23/02/2014",0,NA,26.9,NA,NA,96.25,0
"34648",83309,"23/02/2014",1200,32.6,NA,21,NA,NA,NA
"34649",83309,"24/02/2014",0,NA,29.3,NA,NA,94.25,0
"34650",83309,"24/02/2014",1200,16.2,NA,20.9,NA,NA,NA
"34651",83309,"25/02/2014",0,NA,33.4,NA,NA,88.5,0
"34652",83309,"25/02/2014",1200,9.3,NA,20.8,NA,NA,NA
"34653",83309,"26/02/2014",0,NA,32.2,NA,NA,95.5,0
"34654",83309,"26/02/2014",1200,3.9,NA,21.6,NA,NA,NA
"34655",83309,"27/02/2014",0,NA,32.3,NA,NA,88.75,0
"34656",83309,"27/02/2014",1200,11.5,NA,21,NA,NA,NA
"34657",83309,"28/02/2014",0,NA,32.2,NA,NA,94.75,0
"34658",83309,"28/02/2014",1200,62.2,NA,20.8,NA,NA,NA
"34659",83309,"01/03/2014",0,NA,28.9,NA,NA,96.5,0
"34660",83309,"01/03/2014",1200,29.6,NA,21.2,NA,NA,NA
"34661",83309,"02/03/2014",0,NA,33,NA,NA,79,0
"34662",83309,"02/03/2014",1200,13.9,NA,20.5,NA,NA,NA
"34663",83309,"03/03/2014",0,NA,32.7,NA,NA,93,0
"34664",83309,"03/03/2014",1200,0,NA,21.3,NA,NA,NA
"34665",83309,"04/03/2014",0,NA,33.4,NA,NA,89.75,0
"34666",83309,"04/03/2014",1200,32.4,NA,21,NA,NA,NA
"34667",83309,"05/03/2014",0,NA,31.2,NA,NA,94.75,0
"34668",83309,"05/03/2014",1200,0,NA,22.5,NA,NA,NA
"34669",83309,"06/03/2014",0,NA,31.7,NA,NA,93.25,0
"34670",83309,"06/03/2014",1200,7.2,NA,21.3,NA,NA,NA
"34671",83309,"07/03/2014",0,NA,32.6,NA,NA,87.5,0
"34672",83309,"07/03/2014",1200,3.6,NA,22.2,NA,NA,NA
"34673",83309,"08/03/2014",0,NA,31.6,NA,NA,89.5,0
"34674",83309,"08/03/2014",1200,26.6,NA,21.4,NA,NA,NA
"34675",83309,"09/03/2014",0,NA,33.2,NA,NA,80.75,0
"34676",83309,"09/03/2014",1200,0,NA,22.5,NA,NA,NA
"34677",83309,"10/03/2014",0,NA,34,NA,NA,85.75,0
"34678",83309,"10/03/2014",1200,0,NA,21.4,NA,NA,NA
"34679",83309,"11/03/2014",0,NA,34,NA,NA,92.25,0
"34680",83309,"11/03/2014",1200,31.2,NA,20.7,NA,NA,NA
"34681",83309,"12/03/2014",0,NA,32.4,NA,NA,91.5,0
"34682",83309,"12/03/2014",1200,24,NA,20.1,NA,NA,NA
"34683",83309,"13/03/2014",0,NA,33.8,NA,NA,87,0
"34684",83309,"13/03/2014",1200,41.2,NA,20.8,NA,NA,NA
"34685",83309,"14/03/2014",0,NA,33.6,NA,NA,82.25,0
"34686",83309,"14/03/2014",1200,3.5,NA,19.9,NA,NA,NA
"34687",83309,"15/03/2014",0,NA,33.4,NA,NA,84,0
"34688",83309,"15/03/2014",1200,0,NA,21.2,NA,NA,NA
"34689",83309,"16/03/2014",0,NA,33.8,NA,NA,81.25,0
"34690",83309,"16/03/2014",1200,0,NA,20.8,NA,NA,NA
"34691",83309,"17/03/2014",0,NA,34.3,NA,NA,78.5,0
"34692",83309,"17/03/2014",1200,0,NA,20.1,NA,NA,NA
"34693",83309,"18/03/2014",0,NA,34.8,NA,NA,80,0
"34694",83309,"18/03/2014",1200,0,NA,21.8,NA,NA,NA
"34695",83309,"19/03/2014",0,NA,31.6,NA,NA,93.75,0
"34696",83309,"19/03/2014",1200,0,NA,20.7,NA,NA,NA
"34697",83309,"20/03/2014",0,NA,32.6,NA,NA,89.25,0
"34698",83309,"20/03/2014",1200,29.1,NA,20.7,NA,NA,NA
"34699",83309,"21/03/2014",0,NA,31.2,NA,NA,95.5,0
"34700",83309,"21/03/2014",1200,5.2,NA,21,NA,NA,NA
"34701",83309,"22/03/2014",0,NA,31.2,NA,NA,89.25,0
"34702",83309,"22/03/2014",1200,28.2,NA,21.1,NA,NA,NA
"34703",83309,"23/03/2014",0,NA,30.4,NA,NA,91.25,0
"34704",83309,"23/03/2014",1200,20,NA,21.2,NA,NA,NA
"34705",83309,"24/03/2014",0,NA,30.6,NA,NA,95.5,0
"34706",83309,"24/03/2014",1200,4.3,NA,22,NA,NA,NA
"34707",83309,"25/03/2014",0,NA,31.7,NA,NA,89.75,0
"34708",83309,"25/03/2014",1200,18.6,NA,21.4,NA,NA,NA
"34709",83309,"26/03/2014",0,NA,31.6,NA,NA,87.5,0
"34710",83309,"26/03/2014",1200,9.4,NA,21.4,NA,NA,NA
"34711",83309,"27/03/2014",0,NA,27.7,NA,NA,92.25,0
"34712",83309,"27/03/2014",1200,1.2,NA,20.9,NA,NA,NA
"34713",83309,"28/03/2014",0,NA,29.2,NA,NA,91.5,0
"34714",83309,"28/03/2014",1200,18.2,NA,21,NA,NA,NA
"34715",83309,"29/03/2014",0,NA,31.4,NA,NA,86.75,0
"34716",83309,"29/03/2014",1200,2.4,NA,21.1,NA,NA,NA
"34717",83309,"30/03/2014",0,NA,30.2,NA,NA,89,0
"34718",83309,"30/03/2014",1200,0,NA,22,NA,NA,NA
"34719",83309,"31/03/2014",0,NA,31.2,NA,NA,90.25,0
"34720",83309,"31/03/2014",1200,0,NA,21.2,NA,NA,NA
"34721",83309,"01/04/2014",0,NA,31.6,NA,NA,88,0
"34722",83309,"01/04/2014",1200,0,NA,21.1,NA,NA,NA
"34723",83309,"02/04/2014",0,NA,34.9,NA,NA,86.25,0
"34724",83309,"02/04/2014",1200,0,NA,21.3,NA,NA,NA
"34725",83309,"03/04/2014",0,NA,33.2,NA,NA,84.75,0
"34726",83309,"03/04/2014",1200,0,NA,22.7,NA,NA,NA
"34727",83309,"04/04/2014",0,NA,33.4,NA,NA,83.25,0
"34728",83309,"04/04/2014",1200,0,NA,20,NA,NA,NA
"34729",83309,"05/04/2014",0,NA,35.6,NA,NA,76.25,0
"34730",83309,"05/04/2014",1200,0,NA,22.6,NA,NA,NA
"34731",83309,"06/04/2014",0,NA,34.6,NA,NA,81.5,0
"34732",83309,"06/04/2014",1200,0,NA,22.6,NA,NA,NA
"34733",83309,"07/04/2014",0,NA,34.2,NA,NA,85.25,0
"34734",83309,"07/04/2014",1200,0,NA,22.3,NA,NA,NA
"34735",83309,"08/04/2014",0,NA,33.7,NA,NA,90,0
"34736",83309,"08/04/2014",1200,0,NA,22.6,NA,NA,NA
"34737",83309,"09/04/2014",0,NA,29.6,NA,NA,90,0
"34738",83309,"09/04/2014",1200,11.2,NA,23.3,NA,NA,NA
"34739",83309,"10/04/2014",0,NA,33.5,NA,NA,84,0
"34740",83309,"10/04/2014",1200,0,NA,21,NA,NA,NA
"34741",83309,"11/04/2014",0,NA,30.8,NA,NA,93,0
"34742",83309,"11/04/2014",1200,0,NA,21.7,NA,NA,NA
"34743",83309,"12/04/2014",0,NA,32,NA,NA,92.75,0
"34744",83309,"12/04/2014",1200,6.4,NA,21.5,NA,NA,NA
"34745",83309,"13/04/2014",0,NA,31.5,NA,NA,91,0
"34746",83309,"13/04/2014",1200,9,NA,22,NA,NA,NA
"34747",83309,"14/04/2014",0,NA,26.5,NA,NA,92.75,0
"34748",83309,"14/04/2014",1200,35.8,NA,20.1,NA,NA,NA
"34749",83309,"15/04/2014",0,NA,25.2,NA,NA,90.5,0
"34750",83309,"15/04/2014",1200,1,NA,19.3,NA,NA,NA
"34751",83309,"16/04/2014",0,NA,33.4,NA,NA,86,0
"34752",83309,"16/04/2014",1200,0,NA,20,NA,NA,NA
"34753",83309,"17/04/2014",0,NA,34.4,NA,NA,87.25,0
"34754",83309,"17/04/2014",1200,0,NA,19.8,NA,NA,NA
"34755",83309,"18/04/2014",0,NA,33.4,NA,NA,85.25,0
"34756",83309,"18/04/2014",1200,0,NA,20,NA,NA,NA
"34757",83309,"19/04/2014",0,NA,33.7,NA,NA,88.5,0
"34758",83309,"19/04/2014",1200,83.1,NA,20.6,NA,NA,NA
"34759",83309,"20/04/2014",0,NA,35.9,NA,10.1,87.5,0
"34760",83309,"20/04/2014",1200,0,NA,21.6,NA,NA,NA
"34761",83309,"21/04/2014",0,NA,34.2,NA,NA,86.25,0
"34762",83309,"21/04/2014",1200,0.8,NA,21.3,NA,NA,NA
"34763",83309,"22/04/2014",0,NA,30.2,NA,NA,91.25,0
"34764",83309,"22/04/2014",1200,17,NA,20,NA,NA,NA
"34765",83309,"23/04/2014",0,NA,30.6,NA,NA,90.5,0
"34766",83309,"23/04/2014",1200,0,NA,20.8,NA,NA,NA
"34767",83309,"24/04/2014",0,NA,30.3,NA,NA,90.5,0
"34768",83309,"24/04/2014",1200,20.9,NA,21.6,NA,NA,NA
"34769",83309,"25/04/2014",0,NA,31.4,NA,NA,88.75,0
"34770",83309,"25/04/2014",1200,0,NA,19.1,NA,NA,NA
"34771",83309,"26/04/2014",0,NA,31.4,NA,NA,86.5,0
"34772",83309,"26/04/2014",1200,0,NA,20.4,NA,NA,NA
"34773",83309,"27/04/2014",0,NA,33.1,NA,NA,84.5,0
"34774",83309,"27/04/2014",1200,0,NA,19.3,NA,NA,NA
"34775",83309,"28/04/2014",0,NA,33.4,NA,NA,85.5,0
"34776",83309,"28/04/2014",1200,0,NA,20.9,NA,NA,NA
"34777",83309,"29/04/2014",0,NA,33.2,NA,NA,81.5,0
"34778",83309,"29/04/2014",1200,1.7,NA,21,NA,NA,NA
"34779",83309,"30/04/2014",0,NA,32.4,NA,NA,80.5,0
"34780",83309,"30/04/2014",1200,0,NA,20.1,NA,NA,NA
"34781",83309,"01/05/2014",0,NA,31.8,NA,NA,80.75,0
"34782",83309,"01/05/2014",1200,0,NA,16.2,NA,NA,NA
"34783",83309,"02/05/2014",0,NA,33.4,NA,NA,82,0
"34784",83309,"02/05/2014",1200,0,NA,19.6,NA,NA,NA
"34785",83309,"03/05/2014",0,NA,33.5,NA,NA,82.5,0
"34786",83309,"03/05/2014",1200,0,NA,18.5,NA,NA,NA
"34787",83309,"04/05/2014",0,NA,33.4,NA,NA,82.25,0
"34788",83309,"04/05/2014",1200,0,NA,16.9,NA,NA,NA
"34789",83309,"05/05/2014",0,NA,33.2,NA,NA,82,0
"34790",83309,"05/05/2014",1200,0,NA,20.4,NA,NA,NA
"34791",83309,"06/05/2014",0,NA,34,NA,NA,82,0
"34792",83309,"07/05/2014",0,NA,31.6,NA,NA,90.25,0
"34793",83309,"07/05/2014",1200,7.5,NA,19.3,NA,NA,NA
"34794",83309,"08/05/2014",0,NA,32.4,NA,NA,86.5,0
"34795",83309,"08/05/2014",1200,2.8,NA,21.9,NA,NA,NA
"34796",83309,"09/05/2014",0,NA,32,NA,NA,87,0
"34797",83309,"09/05/2014",1200,0,NA,18.7,NA,NA,NA
"34798",83309,"10/05/2014",0,NA,32.4,NA,NA,86.5,0
"34799",83309,"10/05/2014",1200,0,NA,17.6,NA,NA,NA
"34800",83309,"11/05/2014",0,NA,34.5,NA,NA,84.75,0
"34801",83309,"11/05/2014",1200,0,NA,17.1,NA,NA,NA
"34802",83309,"12/05/2014",0,NA,34,NA,NA,84,0
"34803",83309,"12/05/2014",1200,0,NA,17.8,NA,NA,NA
"34804",83309,"13/05/2014",0,NA,31.7,NA,NA,85.5,0
"34805",83309,"13/05/2014",1200,0,NA,21.2,NA,NA,NA
"34806",83309,"14/05/2014",0,NA,30,NA,NA,91.25,0
"34807",83309,"14/05/2014",1200,1.1,NA,20.6,NA,NA,NA
"34808",83309,"15/05/2014",0,NA,32.7,NA,NA,88.25,0
"34809",83309,"15/05/2014",1200,0,NA,19,NA,NA,NA
"34810",83309,"16/05/2014",0,NA,34.4,NA,NA,85.25,0
"34811",83309,"16/05/2014",1200,0,NA,20.1,NA,NA,NA
"34812",83309,"17/05/2014",0,NA,32.4,NA,NA,87.25,0
"34813",83309,"17/05/2014",1200,0,NA,20.3,NA,NA,NA
"34814",83309,"18/05/2014",0,NA,30.4,NA,NA,90,0
"34815",83309,"18/05/2014",1200,0,NA,20.9,NA,NA,NA
"34816",83309,"19/05/2014",0,NA,33.6,NA,NA,86.75,0
"34817",83309,"19/05/2014",1200,0,NA,19.6,NA,NA,NA
"34818",83309,"20/05/2014",0,NA,34.4,NA,NA,89.75,0
"34819",83309,"20/05/2014",1200,0,NA,19.9,NA,NA,NA
"34820",83309,"21/05/2014",0,NA,NA,NA,NA,82.5,0
"34821",83309,"21/05/2014",1200,0,NA,20,NA,NA,NA
"34822",83309,"22/05/2014",0,NA,32.4,NA,NA,84,0
"34823",83309,"22/05/2014",1200,0,NA,20.7,NA,NA,NA
"34824",83309,"23/05/2014",0,NA,30.4,NA,NA,96.5,0
"34825",83309,"23/05/2014",1200,2.3,NA,20.4,NA,NA,NA
"34826",83309,"24/05/2014",0,NA,21,NA,NA,89.5,0
"34827",83309,"24/05/2014",1200,9.8,NA,13.7,NA,NA,NA
"34828",83309,"25/05/2014",0,NA,25.8,NA,NA,93.25,0
"34829",83309,"25/05/2014",1200,0,NA,14,NA,NA,NA
"34830",83309,"26/05/2014",0,NA,24.2,NA,NA,91,0
"34831",83309,"26/05/2014",1200,0,NA,15,NA,NA,NA
"34832",83309,"27/05/2014",0,NA,27.4,NA,NA,80.75,0
"34833",83309,"27/05/2014",1200,0,NA,14.2,NA,NA,NA
"34834",83309,"28/05/2014",0,NA,28.4,NA,NA,84.75,0
"34835",83309,"28/05/2014",1200,0,NA,14.8,NA,NA,NA
"34836",83309,"29/05/2014",0,NA,32.9,NA,NA,86.25,0
"34837",83309,"29/05/2014",1200,0,NA,15.2,NA,NA,NA
"34838",83309,"30/05/2014",0,NA,33.5,NA,NA,81.5,0
"34839",83309,"30/05/2014",1200,0,NA,18.4,NA,NA,NA
"34840",83309,"31/05/2014",0,NA,33.7,NA,NA,75.5,0
"34841",83309,"31/05/2014",1200,0,NA,18.1,NA,NA,NA
"34842",83309,"01/06/2014",0,NA,33.2,NA,NA,89.5,0
"34843",83309,"01/06/2014",1200,0,NA,18.5,NA,NA,NA
"34844",83309,"02/06/2014",0,NA,27.2,NA,NA,89.25,0
"34845",83309,"02/06/2014",1200,19.3,NA,18.8,NA,NA,NA
"34846",83309,"03/06/2014",0,NA,31.2,NA,NA,89.75,0
"34847",83309,"03/06/2014",1200,0,NA,19.4,NA,NA,NA
"34848",83309,"04/06/2014",0,NA,32.4,NA,NA,86.25,0
"34849",83309,"04/06/2014",1200,0,NA,20.3,NA,NA,NA
"34850",83309,"05/06/2014",0,NA,33.6,NA,NA,86,0
"34851",83309,"05/06/2014",1200,0,NA,21,NA,NA,NA
"34852",83309,"06/06/2014",0,NA,34,NA,NA,86.75,0
"34853",83309,"06/06/2014",1200,0,NA,20,NA,NA,NA
"34854",83309,"07/06/2014",0,NA,32.8,NA,NA,65.75,0
"34855",83309,"07/06/2014",1200,0,NA,20.2,NA,NA,NA
"34856",83309,"08/06/2014",0,NA,34.1,NA,NA,81.5,0
"34857",83309,"08/06/2014",1200,0,NA,20.5,NA,NA,NA
"34858",83309,"09/06/2014",0,NA,33,NA,NA,80.25,0
"34859",83309,"09/06/2014",1200,0,NA,19.9,NA,NA,NA
"34860",83309,"10/06/2014",0,NA,33.2,NA,NA,83.5,0
"34861",83309,"10/06/2014",1200,0,NA,20.2,NA,NA,NA
"34862",83309,"11/06/2014",0,NA,33.6,NA,NA,81.75,0
"34863",83309,"11/06/2014",1200,0,NA,16.8,NA,NA,NA
"34864",83309,"12/06/2014",0,NA,34.2,NA,NA,82.75,0
"34865",83309,"12/06/2014",1200,0,NA,18.9,NA,NA,NA
"34866",83309,"13/06/2014",0,NA,33.7,NA,NA,83.25,0
"34867",83309,"13/06/2014",1200,0,NA,19.5,NA,NA,NA
"34868",83309,"14/06/2014",0,NA,33.6,NA,NA,81.5,0
"34869",83309,"14/06/2014",1200,0,NA,17.6,NA,NA,NA
"34870",83309,"15/06/2014",0,NA,30.1,NA,NA,85,0
"34871",83309,"15/06/2014",1200,0,NA,18.9,NA,NA,NA
"34872",83309,"16/06/2014",0,NA,29.6,NA,NA,87,0
"34873",83309,"16/06/2014",1200,0,NA,19.2,NA,NA,NA
"34874",83309,"17/06/2014",0,NA,31.4,NA,NA,85.5,0
"34875",83309,"17/06/2014",1200,0,NA,19.1,NA,NA,NA
"34876",83309,"18/06/2014",0,NA,32.9,NA,NA,79,0
"34877",83309,"18/06/2014",1200,0,NA,17.1,NA,NA,NA
"34878",83309,"19/06/2014",0,NA,29.6,NA,NA,85.5,0
"34879",83309,"19/06/2014",1200,0,NA,17.4,NA,NA,NA
"34880",83309,"20/06/2014",0,NA,29.3,NA,NA,76,0
"34881",83309,"20/06/2014",1200,0,NA,19.1,NA,NA,NA
"34882",83309,"21/06/2014",0,NA,33.6,NA,NA,85.25,0
"34883",83309,"21/06/2014",1200,0,NA,15.4,NA,NA,NA
"34884",83309,"22/06/2014",0,NA,34.1,NA,NA,83.5,0
"34885",83309,"22/06/2014",1200,0,NA,18.3,NA,NA,NA
"34886",83309,"23/06/2014",0,NA,33.4,NA,NA,82,0
"34887",83309,"23/06/2014",1200,0,NA,20.3,NA,NA,NA
"34888",83309,"24/06/2014",0,NA,32.9,NA,NA,81.5,0
"34889",83309,"24/06/2014",1200,0,NA,16.9,NA,NA,NA
"34890",83309,"25/06/2014",0,NA,33.8,NA,NA,79.25,0
"34891",83309,"25/06/2014",1200,0,NA,16.5,NA,NA,NA
"34892",83309,"26/06/2014",0,NA,34.8,NA,NA,82,0
"34893",83309,"26/06/2014",1200,0,NA,18.1,NA,NA,NA
"34894",83309,"27/06/2014",0,NA,34.6,NA,NA,82,0
"34895",83309,"27/06/2014",1200,0,NA,18.3,NA,NA,NA
"34896",83309,"28/06/2014",0,NA,23.3,NA,NA,88,0
"34897",83309,"28/06/2014",1200,0.6,NA,16.7,NA,NA,NA
"34898",83309,"29/06/2014",0,NA,20.9,NA,NA,88.75,0
"34899",83309,"29/06/2014",1200,0,NA,13,NA,NA,NA
"34900",83309,"30/06/2014",0,NA,28.7,NA,NA,84,0
"34901",83309,"30/06/2014",1200,0,NA,11.2,NA,NA,NA
"34902",83309,"01/07/2014",0,NA,32.6,NA,NA,82,0
"34903",83309,"01/07/2014",1200,0,NA,12.3,NA,NA,NA
"34904",83309,"02/07/2014",0,NA,33.6,NA,NA,79.5,0
"34905",83309,"02/07/2014",1200,0,NA,12.9,NA,NA,NA
"34906",83309,"03/07/2014",0,NA,NA,NA,NA,77.25,0
"34907",83309,"03/07/2014",1200,0,NA,16.2,NA,NA,NA
"34908",83309,"04/07/2014",0,NA,34.4,NA,NA,77.25,0
"34909",83309,"04/07/2014",1200,0,NA,16,NA,NA,NA
"34910",83309,"05/07/2014",0,NA,34.8,NA,NA,74.25,0
"34911",83309,"05/07/2014",1200,0,NA,17.6,NA,NA,NA
"34912",83309,"06/07/2014",0,NA,34.6,NA,NA,77,0
"34913",83309,"06/07/2014",1200,0,NA,19.3,NA,NA,NA
"34914",83309,"07/07/2014",0,NA,30.9,NA,NA,86,0
"34915",83309,"07/07/2014",1200,0,NA,16.9,NA,NA,NA
"34916",83309,"08/07/2014",0,NA,26.9,NA,NA,89.5,0
"34917",83309,"08/07/2014",1200,0,NA,17.7,NA,NA,NA
"34918",83309,"09/07/2014",0,NA,29.4,NA,NA,86.5,0
"34919",83309,"09/07/2014",1200,0,NA,16.1,NA,NA,NA
"34920",83309,"10/07/2014",0,NA,34.2,NA,NA,83.5,0
"34921",83309,"10/07/2014",1200,0,NA,17.2,NA,NA,NA
"34922",83309,"11/07/2014",0,NA,31.4,NA,NA,84.5,0
"34923",83309,"11/07/2014",1200,0,NA,17,NA,NA,NA
"34924",83309,"12/07/2014",0,NA,NA,NA,NA,82.25,0
"34925",83309,"12/07/2014",1200,0,NA,15,NA,NA,NA
"34926",83309,"13/07/2014",0,NA,34.8,NA,NA,80.75,0
"34927",83309,"13/07/2014",1200,0,NA,16.2,NA,NA,NA
"34928",83309,"14/07/2014",0,NA,35.1,NA,NA,78.75,0
"34929",83309,"14/07/2014",1200,0,NA,14.6,NA,NA,NA
"34930",83309,"15/07/2014",0,NA,34.5,NA,NA,78.5,0
"34931",83309,"15/07/2014",1200,0,NA,17.6,NA,NA,NA
"34932",83309,"16/07/2014",0,NA,34.7,NA,NA,78.5,0
"34933",83309,"16/07/2014",1200,0,NA,18.5,NA,NA,NA
"34934",83309,"17/07/2014",0,NA,34.6,NA,NA,79.5,0
"34935",83309,"17/07/2014",1200,0,NA,18.1,NA,NA,NA
"34936",83309,"18/07/2014",0,NA,31,NA,NA,80.75,0
"34937",83309,"18/07/2014",1200,0,NA,16,NA,NA,NA
"34938",83309,"19/07/2014",0,NA,26.8,NA,NA,86.5,0
"34939",83309,"19/07/2014",1200,0,NA,18.5,NA,NA,NA
"34940",83309,"20/07/2014",0,NA,33.6,NA,NA,88,0
"34941",83309,"21/07/2014",0,NA,34.7,NA,NA,79.5,0
"34942",83309,"21/07/2014",1200,0,NA,15.2,NA,NA,NA
"34943",83309,"22/07/2014",0,NA,34.7,NA,NA,77.75,0
"34944",83309,"22/07/2014",1200,0,NA,18.2,NA,NA,NA
"34945",83309,"23/07/2014",0,NA,33.2,NA,NA,83.75,0
"34946",83309,"23/07/2014",1200,0,NA,20.1,NA,NA,NA
"34947",83309,"24/07/2014",0,NA,30,NA,NA,89.75,0
"34948",83309,"24/07/2014",1200,1.8,NA,19.9,NA,NA,NA
"34949",83309,"25/07/2014",0,NA,16.8,NA,NA,95.5,0
"34950",83309,"25/07/2014",1200,0,NA,11.4,NA,NA,NA
"34951",83309,"26/07/2014",0,NA,24.8,NA,NA,90.5,0
"34952",83309,"26/07/2014",1200,34.4,NA,11.6,NA,NA,NA
"34953",83309,"27/07/2014",0,NA,28.8,NA,NA,89,0
"34954",83309,"27/07/2014",1200,0,NA,15,NA,NA,NA
"34955",83309,"28/07/2014",0,NA,31.2,NA,NA,89.5,0
"34956",83309,"28/07/2014",1200,0,NA,16.6,NA,NA,NA
"34957",83309,"29/07/2014",0,NA,35,NA,NA,81.75,0
"34958",83309,"29/07/2014",1200,0,NA,15.3,NA,NA,NA
"34959",83309,"30/07/2014",0,NA,35,NA,NA,83,0
"34960",83309,"30/07/2014",1200,0,NA,15.7,NA,NA,NA
"34961",83309,"31/07/2014",0,NA,35.2,NA,NA,77.75,0
"34962",83309,"31/07/2014",1200,0,NA,17,NA,NA,NA
"34963",83309,"01/08/2014",0,NA,35,NA,NA,76.25,0
"34964",83309,"01/08/2014",1200,0,NA,17.7,NA,NA,NA
"34965",83309,"02/08/2014",0,NA,35.2,NA,NA,74.25,0
"34966",83309,"02/08/2014",1200,0,NA,17.7,NA,NA,NA
"34967",83309,"03/08/2014",0,NA,35.2,NA,NA,76.25,0
"34968",83309,"03/08/2014",1200,0,NA,14.8,NA,NA,NA
"34969",83309,"04/08/2014",0,NA,36.7,NA,NA,75,0
"34970",83309,"04/08/2014",1200,0,NA,19.1,NA,NA,NA
"34971",83309,"05/08/2014",0,NA,34.7,NA,NA,79.5,0
"34972",83309,"05/08/2014",1200,0,NA,15.2,NA,NA,NA
"34973",83309,"06/08/2014",0,NA,36.8,NA,NA,75,0
"34974",83309,"06/08/2014",1200,0,NA,17.2,NA,NA,NA
"34975",83309,"07/08/2014",0,NA,36.2,NA,NA,72,0
